"","회사이름","회사코드","리뷰코드","직종구분","재직상태","근무지역","등록일자","별점평가","승진기회","복지급여","워라밸","사내문화","경영진","기업장점","기업단점","바라는점","성장예상","추천여부"
"845",NA,"30139","1321758","연구개발","현직원","경기","2019. 09. 28",80,80,80,80,80,80,"일단 복지가 짱. 임직원들은 복지홈페이지에서 임직원가에 저렴하게 가전 제품 등 구매 가능합니다. 또 한 보너스, 상여금, 성과금 돈을 많이 줍니다. 너무 많아서 부담 스러울 정도로 많이 줍니다. 얼마나 더써야 30자가 넘을 까요 쓸말이 없습니다. 30자 넘은거 맞나요?","단점은 주말에도 출근을 해야되요 가끔 자주는 아니고 주말에 왜 출근을 해야하는지 모르겟지만 출근을 해야되요 그치만 걱정 없어요 수당을 줍니다 그것도 두배로 아주 많이 주죠 가끔은 나오고 싶어요","직원이 원하는게 무었이겠습니까? 저도 경영진이 되고 싶은거죠 일도 사원보다 별로 안하면서 몇백억 씩 받아가는데. 그거 1억씩만 떼줘도 얼마나 많은 사람들이 행복할까요?","성장","이 기업을 추천 합니다!"
"846",NA,"30139","1320817","IT/인터넷","전직원","서울","2019. 09. 27",80,60,80,80,80,80,"최고의 회사인 만큼 연봉과 복지가 최고수준 사내 교육도 수준급 강사들로 되어 있음","없다. 굳이 고르자면 실력있는 사람들이 많아서 승진에 어려움이 따를 거 같다","신규 사업 추진에 박차를 가해서 더욱 성장할 수 있도록 해주세요","성장","이 기업을 추천 합니다!"
"847",NA,"30139","1320181","IT/인터넷","전직원","충남","2019. 09. 27",100,100,100,100,100,100,"다양한 사람들과 똑똑한 사람들이 많이있어서 배울것이 많았다","다양한 사람들이 있는만큼 아닌분들도 조금 계신것 같았다","지금처럼만 체계적으로 열심히 해주시면 감사드립니다 감사합니다","성장","이 기업을 추천 합니다!"
"848",NA,"30139","1319563","IT/인터넷","현직원","경기","2019. 09. 26",80,80,100,100,80,60,"그 어떤기업이랑 비교해도 꿇리지 않을 엄청난 복지. 3시세끼 다주는것부터 사내 문화행사 의료비지원등 복지가엄청남","다른대기업에 비해 기본급이 좀적다 성과급 비중이 굉장히큰편이라 못버는사업부는 찬밥신세됨.",".. 미래 먹거리 방향좀 잘 제시했으면 함. cl4중에 진짜 무능하고 당장내보내야할 사람도 종종보임..","성장","이 기업을 추천 합니다!"
"849",NA,"30139","1319545","생산/제조","현직원","경기","2019. 09. 26",80,100,100,100,100,100,"연봉 쎄고 복리후생 좋고 주변 사람들이 다 알아주고 하니까 자존감이 높아집니다","부서마다 다르지만 업무강도가 쎕니다 보너스에 따라 연봉이 크게 다릅니다","세계 1류 기업이 되었으면 좋겠습니다","성장","이 기업을 추천 합니다!"
"850",NA,"30139","1318087","생산/제조","전직원","인천","2019. 09. 25",100,80,80,80,60,80,"안정적인 직장, 복지, 경쟁력, 하나하나 입에 담기 힘든 많은 이로움, 꿈의 기업","상사가 피곤하면 일이 피곤해짐, 정시 퇴근가능 하지만 잦은 술자리","아래에 있는 직원들 케어를 더 많이 요구","비슷","이 기업을 추천하지 않습니다."
"851",NA,"30139","1317810","IT/인터넷","현직원","경기","2019. 09. 25",60,60,80,60,60,60,"자율출퇴근제가 가장 좋고, 아점저 모두 무료인 점은 장점으로 볼 수 있다.","프로세스가 너무 많다. 비효율적인 부분이 많고, 일진행이 빠르게 처리되지 않음","보상체계가 좀 더 확실하게 보장되어야 함","비슷","이 기업을 추천 합니다!"
"852",NA,"30139","1317531","생산관리/품질관리","전직원","울산","2019. 09. 25",80,60,80,60,80,60,"가장 큰 장점으로는 연봉과 복지가 좋고 부서마다 다르겠지만 연차 사용이 자유로웠다. 그리고 웬만하면 정시퇴근을 할 수 있다","사람이 많아 승진이 조금 어려운 편이다. 그리고 부서마다 다르겠지만 워라벨이 안좋은 부서도 있는편이다 물론 휴가사용도 마찬가지이다.","직원들의 불만을 듣지만 말고 해결책을 제시해줄수 있는 경영진이 됐으면 한다.","성장","이 기업을 추천 합니다!"
"853",NA,"30139","1317513","디자인","전직원","서울","2019. 09. 25",60,60,100,100,80,60,"아침 점심 저녁 제공, 워라벨이 좋다, 야근을 안 해도 된다, 결정을 빨리 해서 변화에 빠르게 대응할수 있다.","프로세스가 비효율적, 인재들을 제대로 활용 못 한다, 서비스들이 다 망한다, 로드맵을 길게 보지 않고 짧게 본다.","제품의 전략을 세울때 긴 로드맵을 가지고 넓게 바라보면서 프로젝트가 진행되었으면 좋겠다. 너무 단기간의 성과에만 포커스를 하지 않았으면 좋겠다.",NA,"이 기업을 추천하지 않습니다."
"854",NA,"30139","1316857","IT/인터넷","전직원","서울","2019. 09. 25",100,80,100,100,100,60,"분야별 전문가가 많아서 배울 기회가 많음복지 체계가 좋고, 야근을 강요하지 않음","배울 기회는 많으나, 직원들이 개인주의적인 경향이 있음","신규 사업 추진 시 충분한 시간을 주고 기다려줬으면 좋겠음","비슷","이 기업을 추천 합니다!"
"855",NA,"30139","1316824","경영/기획/컨설팅","현직원","서울","2019. 09. 25",80,80,80,80,80,80,"조직문화에 신경을 많이 쓰는 것처럼 보임. 최고 국내기업임.","모두 매우 빡세게 일하고 일시키는 곳임. 지방에 회사가 위치하여 출퇴근 어려움. 하지만 버스는 아주 잘되어있음. 이상.","조직문화 확대해서 업무 강도 완화와 적절 인력배치 필오","성장","이 기업을 추천 합니다!"
"856",NA,"30139","1315945","경영/기획/컨설팅","전직원","경기","2019. 09. 24",80,60,80,40,60,60,"능력 많은 인재들이 많습니다 부서별 직무별 업무별 프로세스 명확하게 정해져 있습니다","윗분들 라인 따른 진급 및 승진 결정되고 어렵게 임원 되더라도 계약직 불과하고 끊임없이 실적 압박에 시달리고 있습니다","밑에서부터 소리를 경청하는 자세 실패를 두려워하지 않는 도전가 정신이 필요합니다","성장","이 기업을 추천 합니다!"
"857",NA,"30139","1315874","연구개발","전직원","경기","2019. 09. 24",100,40,80,40,60,60,"훌륭한 인적 자원이 많아 교류가 즐거웠고 생산적인 활동이 가능했습니다.","근무 요건이 타이트한 점은 힘들었던 것 같습니다. 좀더 유연했으면 좋겠습니다.","앞으로 더 좋은 회사가 되리라 믿습니다. 감사합니다.","성장","이 기업을 추천 합니다!"
"858",NA,"30139","1315865","연구개발","전직원","경기","2019. 09. 24",80,100,100,80,60,80,"능력자들이 많고, 기업의 위치상 글로벌 업체들과 협력 기회가 많습니다","너무 많은 임직원 관리 때문에 관료적 규정들이 많고, 하면 안되는 것들이 많습니다","하드웨어 회사에 맞는 구조를 가지고 있다고 판단되는데, 이게 자칫 소프트웨어 관련 직원들에게는 힘겨울 수 있을 것 같습니다. 조금 더 개방된 모습이면 좋겠습니다.","비슷","이 기업을 추천 합니다!"
"859",NA,"30139","1314049","생산/제조","전직원","경기","2019. 09. 23",80,80,100,80,80,80,"돈벌수 있는 여건과 환경을 갖춘 회사라고 생각한다소통 회식 문화가 좋다","진급하면 할수록 실적 압박 이기지 못하면 나가리그것빼곤 다 좋음","개발부서는 개발을 마음껏 할수 있도록 TEST 자제등많은 지원 바랍니다","성장","이 기업을 추천 합니다!"
"860",NA,"30139","1314013","유통/무역","현직원","경기","2019. 09. 23",80,60,100,80,80,80,"밥세끼, PS 잘나오면 장점이라 할만함, 셔틀버스 잘 되어있는것도 크나큰 장점이지","Ps 안터지면 여전히 연봉 진짜 안습...아직 관리자 중 80년대 마인드가진 사람많음쿨한척 오지는데 쿨하지 않음","페이퍼웍 안한다면서요,,,, 제발 보고문화 좀 줄이면 안될까요","성장","이 기업을 추천 합니다!"
"861",NA,"30139","1313927","생산/제조","현직원","경기","2019. 09. 23",100,100,100,100,100,100,"통근버스가 진짜 잘되어있음 최고존엄 복지 출퇴근시간에 지하철에 시루가 안돼도됨","내 직무가 최대 단점 갑을병정에 정 쯤 될 것 같다...","사람 좀 많이 뽑아주세요 지금도 많다고 생각하시만 조금만 더...","성장","이 기업을 추천 합니다!"
"862",NA,"30139","1313893","연구개발","현직원","경기","2019. 09. 23",60,60,80,40,80,80,"일이 많은 것만 빼면 분위기는 좋음. 인사파워가 좋아 옛날회사분위기가 거의없어짐.회식분위기도 좋음","일이 엄청많음. 한가지 팀에 너무 많은 일이 집중되어있는듯한 느낌. 타팀에서 일받아서 야근하는데 일준사람 퇴근했을때 느낌이 별로","워라밸 챙기려면 지금보다 훨씬더 많은 인원이 필요함. 더 채용해줬으면 좋겠다","비슷","이 기업을 추천하지 않습니다."
"863",NA,"30139","1312516","연구개발","현직원","경기","2019. 09. 22",80,80,100,60,60,60,"국내 최고 수준의 복지를 자랑한다. 사내 식당, 사내 헬스장, 사내 은행, 사내 수영장...사내에서 생활에 필요한 거의 모든것이 구비되어 있다.","엄청난 업무강도와 개인주의.시스템이 잘 구축되어 있어 업무가 개인화 되어 있으며, 그에 따른 실적이 확실하다.그러므로, 엄청난 업무강도와 더불어서 개인주의가 심화되어 있는곳.","단기적인 시장 상황에 쫒아가는 것이 아닌, 장기적인 투자가 필요하다.","비슷","이 기업을 추천 합니다!"
"864",NA,"30139","1311968","인사/총무","전직원","경기","2019. 09. 22",80,80,100,80,80,80,"급여가 많음 상여 인센티브 팡팡 터짐. 비슷한 스펙인 친구들보다 1.5배 연봉이 높았음","은근 고인물이 많음. 누가 삼성의 정년이 짧다 했는가?","규모가 엄청나게 큰 집단이다 보니, 임원들도 팀원들 눈치를 봄. 이대로만 해 주세요","성장","이 기업을 추천 합니다!"
"865",NA,"30139","1311870","IT/인터넷","현직원","경기","2019. 09. 22",100,60,100,80,80,60,"밥 세끼 무료.잘하는 사람들이 많아 자기계발하기 좋다.","경쟁이 치열해서 힘듦.알고리즘, 영어는 계속해야함.일이 많아지면 탄력근무제를 사용하기 힘들정도로 바쁨.","사업부 목표액을 현실적으로 좀 더 낮췄으면 좋겠습니다. 너무 높아서 달성하지 불가능하게 느껴져 의욕을 잃음","비슷","이 기업을 추천 합니다!"
"866",NA,"30139","1310975","금융/재무","전직원","경기","2019. 09. 20",100,100,100,100,100,100,"자율출퇴근제, 경조사비 등 복리후생이 좋으며, 근무환경 또한 깨끗하고 일을 하기에 쾌적하다.","모든게 완벽하지만, 대기업인만큼 업무가 세분화되어있어, 본인 업무를 깊게 알기 쉽지 않다.","모든 직원들이 좀 더 행복하게 일할 수 있는 기업문화를 만드는 데 기여해주세요.","성장","이 기업을 추천 합니다!"
"867",NA,"30139","1310541","생산/제조","현직원","경기","2019. 09. 20",60,40,80,20,40,40,"오피스 근무자라면 자율출퇴근제가 가능하다.개인연차 연 15일 의무사용을 시행하고있어 연차 사용이 비교적 자유롭다.대한민국 1위 기업답게 임직원에대한 복지혜택이 좋은편이다.(통근버스,사내식당 무료 / 임직원제품할인판매 사이트 / 복지포인트 지급 등)","수평적인 조직문화 및 워라벨을 추구하지만 정작 이루어지지않는다.아직도 권위적인 상사가 가득하며 개인의 개성은 드러낼 수 없는 조직문화.변형 교대근무  시 일~토  주7근 근무가 잦으며, 주말 이틀 모두를 쉬는일은 거의없다.","조직문화 개선을 및 환경안전사고 감소를 위해 진행하느 캠페인과 설문조사가 과연 취지대로 진행되고있는건지 생각해 볼 필요가있다.","성장","이 기업을 추천하지 않습니다."
"868",NA,"30139","1310376","연구개발","현직원","경기","2019. 09. 20",80,80,80,80,80,80,"기본적으로 복지와 연봉 그리고 프라이드가 생긴다. 삼성전자라는 것만으로도 자부심을 느낄수있다.","근무강도가 생각보다 빡시다. 주 52시간 근무제가 도입되더라도 힘든건 힘든거같다.","기본적으로 복지가 매우 좋아서 만족스럽다. 앞으로도 직원들의 복지에 신경써주면 고맙겠다.","비슷","이 기업을 추천 합니다!"
"869",NA,"30139","1310374","생산/제조","전직원","경기","2019. 09. 20",60,60,80,60,60,40,"급여가 나쁘지 않고, 밥도 잘나오는편.복지도 준수함. 나쁘지 않음","직원들간에 소통이 잘 안되며(부서마다 케바케), 선임을 잘만나야 일을 잘 배움","근무환경과 복지가 더 좋았으면 좋겠습니다.그리고 생산직 환경이 더 좋아졌으면 좋겠습니다.","비슷","이 기업을 추천 합니다!"
"870",NA,"30139","1309944","영업/제휴","전직원","해외","2019. 09. 20",60,60,60,60,40,60,"휴가눈치안봄 월급나쁘지않음 동료들 마인드 니쁘지않음자기계발 충분히 할수있음","야근많음 일많음 스트레스 너무많이줌 회의도많음 외근도많음 야간에 셔틀없음","합리적인 보상해주었으면좋겠고 군대문화없어졌으며누좋겠다","비슷","이 기업을 추천하지 않습니다."
"871",NA,"30139","1309516","연구개발","현직원","경기","2019. 09. 20",100,100,100,100,100,100,"고연봉, 최고의 인프라, 자유로운 출퇴근 시간 등 사내 복지가 굉장히 좋음","불필요한 야근이 종종 있음, 화학물질을 많이사용하여, 불안함","합리적인 성과금 체계가 잡혓으면 좋겟다","성장","이 기업을 추천 합니다!"
"872",NA,"30139","1309288","연구개발","현직원","경기","2019. 09. 19",80,80,100,80,80,80,"복지는 동종업계에서 최고인편이다. 업무를 진행하기 위해 필요한 부분에 대해서는 전폭적으로 지원해주는 편임. 또한 본인의 역량개발에도 많은 지원을 해주고 있어 능력만 되면 지원을 해볼 수 있다.","다양하고 많은 사람들이 함께 일하기때문에 업무가 빠른 속도로 진행되기가 힘들다. 절차와 결재 루트가 꽤 길고 복잡하기때문..또한 회의시간도 긴편이라 실제 업무를 위한 시간을 내려면 야근을 하는 수밖에 없다","임원들이 많은 성과를 바라면서 인력보충은 제대로 해주지 않는다. 임원 레벨의 회의도 많고..실제 실무진들이 제대로 일을 할 수 있는 환경을 만들어주기 바란다.","성장","이 기업을 추천 합니다!"
"873",NA,"30139","1309019","엔지니어링","전직원","경기","2019. 09. 19",60,60,100,40,60,60,"월급, 피에스, 피아이, 특별보너스 등 돈으로 나의 노력을 보상해줌","사람을 기계부품처럼 사용하며 무노조라서 그런지 마구잡이로 직종 변경을 시키기도함","사람을 사람답게 지낼 수 있도록 환경을 마련해 주시기 바랍니다","성장","이 기업을 추천하지 않습니다."
"874",NA,"30139","1308053","연구개발","전직원","경기","2019. 09. 19",100,80,80,100,80,80,"높은 연봉, 자율 출퇴근제를 실시하고 있음. 자율적인 휴가, 사내 C-Lab 활성활 등 직원들이 업무의 자유도가 높습니다.","자율출퇴근제를 하지만 부서마다 야근이 있는 부서가 있음. 부서장에 따라서 조직문화가 달라지는 회사입니다.","직원 복지에 더 많은 신경을 써 줬으면 합니다.","성장","이 기업을 추천 합니다!"
"875",NA,"30139","1306126","생산/제조","전직원","광주","2019. 09. 18",40,60,60,20,40,40,"일한만큼 받는다. 알바여도 OT 많이하면 300은 그냥 넘길수 있다.밥이 맛있다. 알바는 도구일뿐이다. 동아리가 많아서 좋다.","정규직 되려면 1년 더 있으면 되긴하는데 다른곳에 취직했다.노조가 없어서 불안하긴 하지만 일이 힘들어서 60까지 할수있는 몸이 안된다.","급성장 하기위해 업무에 강도가 많이 강했지만 지금은 조금 낮출수있으면 좋겠다.","성장","이 기업을 추천 합니다!"
"876",NA,"30139","1305783","생산/제조","전직원","경기","2019. 09. 17",80,80,100,60,80,80,"연봉이쎕니다 다들알아주고 인정받습니다 하지만 생산직은 너무 노동의 댓가가 쎄요 ㅠㅠ","텃세가 너무심하고 다니는동안 연봉에만족해서 단점은.크게없엇습니다 그냥 힘들어요 몸이","우리나라 최고기업 삼성 대대손손 우리의 후손들에게도 좋은 기술력을 펼쳐두세요","비슷","이 기업을 추천하지 않습니다."
"877",NA,"30139","1303806","마케팅/시장조사","현직원","경기","2019. 09. 16",80,60,80,80,60,60,"시스템의 삼성답게 시스템으로 돌아감. PS를 잔뜩 받을 때 신이남. 각종 복지제도가 잘 갖추어져있음. DS부문 전략마케팅팀 기준 주 45시간 이하 근무중","대기업으로서 가지는 단점은 동일하게 가지고 있음 (EX. 수직적인 의사결정 구조, 조직간 힘겨루기로 인한 시간/인력 낭비 등등)","지전가, MBA 등 각종 교육기회가 날이 가면 갈수록 줄어드는데 그만좀 줄였으면..","성장","이 기업을 추천 합니다!"
"878",NA,"30139","1301744","IT/인터넷","전직원","서울","2019. 09. 15",100,100,100,100,100,100,"위에서 언근한바와 같이 복지 및 환경에 신경을 많이 써주어서 근무할때 큰 어려움은 없던 것이 큰 장점입니다","기업의 단점이라고하면 생각보다 좀 많은 업무량이 있지만 배울것이 많아 단점이라고 보기도 어렵습니다.","지금처럼 어느기업보다 먼저 앞서는 삼설이 되었으면 좋겠습니다","비슷","이 기업을 추천하지 않습니다."
"879",NA,"30139","1301669","생산/제조","현직원","경기","2019. 09. 15",80,80,80,80,80,80,"아점저 무료, 중상위 복지, 칼퇴문화 정착 중, 많은 연봉수도권 근무, 업계 비젼 및 마켓 쉐어 높음, 높은 인지도","돈을 많이 주지만 업무량이 상대적으로 많고 진짜 50대 이상의 직원을 보기 힘들다. 그냥 하나의 부속품이 되는거 같다.","인재경영은 다 어디 갔는지, 직원들이 노조도 없이 회사가 하자고 하면 다 하자고 하는 편인데 금전적 보수 및 인원이 소중한줄 알았습니다.","성장","이 기업을 추천 합니다!"
"880",NA,"30139","1301635","연구개발","전직원","경기","2019. 09. 15",80,60,100,80,80,80,"직원들을 위한 복지해택이 좋고 자율 출퇴근제가 장점입니다.","신입사원은 자신의 업무에 숙련되기 까지 시간이 많이 걸립니다.","52시간 근무제가 도입된 만큼 인력 보충이 필요하다고 생각합니다.","성장","이 기업을 추천 합니다!"
"881",NA,"30139","1301572","서비스/고객지원","전직원","경기","2019. 09. 15",60,40,40,80,80,60,"개인주의라 다른사람 신경쓰지않고 내 할일만 잘하면됨 회식많지않아서 스트레스없음(회식없는걸 단점으로 꼽는 직원도 있었음)","타이트하진않지만 출퇴근시간 지키지않으면 사유서, 1분 늦어도 사유서행이라서 비효율적이라고 생각됨적은월급이 최대단점, 업무를 상세히 알려줄 사수가없음","조금다닌거라...  할말은 없습니다.","비슷","이 기업을 추천 합니다!"
"882",NA,"30139","1300994","생산관리/품질관리","현직원","경기","2019. 09. 14",80,100,100,60,60,60,"기업문화가 많이 좋아지고 있고 복지나 연봉등 혜택이 좋습니다. 또한, 수도권이라 서울가기 좋습니다.","설비기술 직무는 군대문화가 존재 합니다. 또한, 교대근무를 해야 하므로 정상적인 생활은 불가 합니다. 부바부이긴 하지만 꼰대문화 존재합니다.","설비기술 직무에 처우 개선 부탁드립니다. 몇년간 이 상태가 유지중인데 언제 바뀔지 모르겠네요","성장","이 기업을 추천 합니다!"
"883",NA,"30139","1300720","IT/인터넷","현직원","경기","2019. 09. 13",80,80,100,80,80,40,"일의 양이나 난이도보다 연봉이 높은편회사내의 인프라가 좋음. 큰회사의 프로세스및 큰회사만 할수있는 규모의 업무를 해볼수있음좋은 복지가있음","규모가 커서 비효율적 프로세스가 많음인사팀 어깨뽕이 너무심함. 해준다는 마인드로 직원을 대함배정된 업무에따라 개인 역량 성장이 안될수도있음","어차피 이거 보지도 않을거고 봐도 반영안할거니 의미없음부정이나 저지르지 않았으면 함정치 사회뉴스에서 회사얘기 보는것도 지겨움","비슷","이 기업을 추천 합니다!"
"884",NA,"30139","1300082","연구개발","현직원","경기","2019. 09. 12",60,60,60,40,80,60,"양산개발로 온다면 개발의 처음부터 끝을 다 배울수있습니다밥이 잘나오고 근무환경이 좋습니다(연차,출퇴근시간 등)자기 아이디어를 드러낼 환경이 많습니다(사내 아이디어 게시판, 특허)","개발에게 모든 책임을 전가하는 문화가 존재합니다.개발시에 제조, 품질,양산 모든 것을 아울러서 개발해야하므로 새로운 것을 적용하기 힘들고, 여차저차해서 적용하게되면 잘되면 다들 자기덕이고 못되면 개발탓이 됩니다.타 부서를 위한 시스템업무가 일의 70퍼센트 이상입니다.단기 성과에 집중하며, 실무는 모르는채 아무런 근거없이 일정만 당기는 부서들이 존재합니다","장기적인 비젼을 볼수있게 막무가내로 모델을 만들기보다 몇가지에 집중했으면 좋겠습니다","비슷","이 기업을 추천하지 않습니다."
"885",NA,"30139","1299954","유통/무역","전직원","충북","2019. 09. 12",100,100,100,100,100,100,"아시다시피 복지 빵빵. 급여 빵빵. 다니면서 프라우드 느낄 수 있음..","수평적인 척 하지만 수직적인 회사. 사람들 간의 경쟁심리.","감사합니다. 신입사원 많이 뽑아주세요.","성장","이 기업을 추천 합니다!"
"886",NA,"30139","1298380","IT/인터넷","전직원","경기","2019. 09. 10",100,80,80,80,80,80,"근무 환경 및 시간이 매우 자유로우며 업무에 집중하기도 좋습니다.  복리후생 시스템도 매우 훌륭합니다. 업무강도도 높지않은편","내가 뭔가 주도적으로 큰 일을 맡아볼 수 없다는점 그냥 기계 부품의 하나가 된 것 같은 느낌이 크게 듭니다. 뭔가 자신이 주도적으로 일을 진행하고싶은 분들에게는 비추","부서 편성이 너무 공격적으로 이루어지는 편인데 해당 부분은 불만이 있엇습니다.","성장","이 기업을 추천 합니다!"
"887",NA,"30139","1298353","디자인","전직원","서울","2019. 09. 10",80,60,100,80,80,60,"복지와 성과금과 기본적인 노동권리를 챙겨주는 점이 좋습니다. 52시간 근무제도 같은 것 철저하게 지키고","디자인을 과연 할 수 있는 것인가... 부서마다 다르지만 제약도 많은 것이 대기업이라 흥미를 잃을 수 있음","좀 더 개방된 디자인 툴 사용이 효율적인 작업에 도움이 된다. 최근에는 많이 도입되고 있다고 들음","성장","이 기업을 추천 합니다!"
"888",NA,"30139","1298281","생산관리/품질관리","전직원","충남","2019. 09. 10",80,60,100,60,60,60,"식당, 통근버스등 다른 기업보다 다양한 복지가 좋습니다","자유로운 생활이 조금 불가하고 교대근무가 힘듭니다하지만 그만큼 돈을 많이 주니 견딜만 합니다","사원들의 의견에 많은 귀를 기울여 주세요","비슷","이 기업을 추천하지 않습니다."
"889",NA,"30139","1298233","생산/제조","전직원","서울","2019. 09. 10",100,60,100,100,100,100,"대기업답게 힘들땐 힘들더라도 복지 부분에선 정말 좋은 부분이 있더군요. 그래서 만족했습니다.","임금을 많이 주는 만큼 힘든것이 단점이겠지만, 모든 회사가 그러니 별로 신경 쓰이지 않았습니다.","최고의 기업,  앞으로 무구한 발전을 이루어 낼 거 같습니다.","성장","이 기업을 추천 합니다!"
"890",NA,"30139","1298124","연구개발","현직원","경기","2019. 09. 10",60,40,100,80,100,60,"직원 대우, 복지, 기업문화, 급여 모두 A++ (물론 여느 회사와 마찬가지로 부서별 편차 큼)","성과 위주의 업무 환경으로 지속적으로 아이템을 발굴하고 이슈화하여 자신의 성과를 챙기려는 사람들이 있음. 반도체 산업 특성상 호황기와 불황기를 자주 왔다 갔다 하면서 회사 분위기도 자주 오락가락 함.","반도체 산업의 단기적 호황기/불황기에 너무 휘둘리기보다는, 회사의 원칙과 방향을 굳건히 해서 장기적인 측면에서 회사 발전을 도모했으면.","비슷","이 기업을 추천 합니다!"
"891",NA,"30139","1297940","생산/제조","현직원","경기","2019. 09. 10",80,100,100,100,80,80,"연봉이나 복지 모든 면에서 좋습니다. 커리어 쌓기도 좋고 이직할 때도 좋음 회식 분위기도 좋음","일이 너무 많음 야근도 많고 교대근무 싫어하는사람들은 비추천. 퇴사자들도 꽤 있음","신규사업추진에 적극적인 모습을 보여줬으면, 국내 내수시장을 좀 더 개척해서 해외 의존도를 낮춰야댐","성장","이 기업을 추천 합니다!"
"892",NA,"30139","1296975","IT/인터넷","전직원","서울","2019. 09. 09",60,60,60,60,60,60,"인턴으로 최강스팩인 삼성은 짱이다출퇴근도 수도권이라 가깝고 삼성분위기도좋아서 무난무난정시출근 정시퇴근돈도 많이줌","경쟁이 심해서 살아남기위해 노력해야함나보다 잘난사람 머리좋은사람 유학갔다온사람많음살아남기만하면 삼성꼬리표 달지만 그게힘들어서 ㅠ 이거빼곤뭐","다 좋아서 별로없지만 굳이 뽑아보자면 회식좀 맛있는곳으로 갑시다","성장","이 기업을 추천하지 않습니다."
"893",NA,"30139","1296952","경영/기획/컨설팅","전직원","서울","2019. 09. 09",80,60,80,80,60,80,"연차를 마음껏 쓸수 있고 복지가 훌륭하고 리딩기업의 품격이 있음","조직구조가 복잡하여 의사결정이 느리고 상급자의 적체가 심한것이 발전의 한계","조직 유연화 및 창의적인 업무가 병행되길 바랍니다","비슷","이 기업을 추천 합니다!"
"894",NA,"30139","1296371","인사/총무","전직원","경기","2019. 09. 09",100,40,100,100,80,60,"연봉이 놓고 사내 분위기가 자유로운 편 입니다.구내식당 이 있어 조중석식 다 제동 되고 복지가 우수한편입니다.","회사 자체 프로세스에서 파견직과 정규직과의 차별이 큽니다.,","파견직과 정규직과의 차별적인 프로세스가 개선 되었으면 좋겠습니다.","성장","이 기업을 추천 합니다!"
"895",NA,"30139","1296309","생산/제조","전직원","충남","2019. 09. 09",80,60,80,60,80,80,"체계적인 시스템이 갖춰져 있어 신입들도 일하기 좋음.점심이 맛있었음.노동 강도가 그렇게 세지 않았음.","요즘에는 주변에 여러 가게들이 많이 생겼지만 당시에는 아무것도 없어서 불편했었음","복지 및 보상을 조금 더 신경써주면 직원들이 힘이 날것 같음.","비슷","이 기업을 추천 합니다!"
"896",NA,"30139","1294994","엔지니어링","전직원","경기","2019. 09. 08",60,60,80,60,60,60,"한국 최고 복지. 전지역 셔틀 배정 및 기숙사. 아침점심저녁 훌륭함. 건물도 신축 위치도 경기 위치. 이런점에선 어느 기업도 삼성을 따라갈 수 없음","최고의 단점이자 퇴사의 이유였던 지원자의 의사를 반영하지 않은 인사 분배. 대기업이니 만큼 어쩔수 없는듯. 적성이 안맞는대 어떻게 일하나.","뻔한 이야기지만 직원들의 소리에 귀를 열어줬으면.","성장","이 기업을 추천 합니다!"
"897",NA,"30139","1294741","생산/제조","전직원","경기","2019. 09. 08",60,40,80,40,60,40,"비메모리 부분 세계 1위라는 자부심을 느낄 수 있음. 괜히 시스템의 삼성이라는 말이 있는게 아님. 회사 대내외적으로 짜임새가 좋은 기업","회사 시스템에 굉장히 잘 짜여져 있기 때문에 누구 한명이 빠져도 곧바로 그 자리를 대신할 사람이 있음. 분업이 굉장히 잘 되어 있는 느낌인데 철저리 본인 일만 하면 되기 때문에 역량 강화는 쉽지 않음.","갈수록 복지가 줄어드는 느낌인데 늘이진 못해도 줄이진 않았으면...","비슷","이 기업을 추천 합니다!"
"898",NA,"30139","1294130","미디어/홍보","전직원","서울","2019. 09. 07",60,40,60,40,60,60,"업무 분담 체계가 확실해서 맡은 분야에서 많은것들을 배울수있었다","일한만큼 받아가지만 그래도 업무량이 많았다워라밸 지켜지지않았음","신입사원 채용 공고 늘려주세요!! 나머지는 없습니다...","비슷","이 기업을 추천하지 않습니다."
"899",NA,"30139","1293171","생산/제조","현직원","경기","2019. 09. 06",60,80,80,80,20,80,"아침 점심 저녁 제공. 업계 1위 인지도. 자율출퇴근제 등 인력관리도 어느정도 되는편","제조센터 약간 부바부로 약간 하드한 분위기가 있지만 점차 나아지는중 오래다닐수있을가하는 생각이 들때가 있다.","경영은 잘하시니 분위기를 유하게 만들수 있는 노력을 계속해주세요. 성과급의 투명성도 요청드립니다.","성장","이 기업을 추천 합니다!"
"900",NA,"30139","1292792","IT/인터넷","현직원","경기","2019. 09. 06",60,80,80,80,80,80,"자유분방한 분위기, 자기가 할것만 하면 충분함.하지만 모두 부서바이부서별로 다르고 팀장바이 팀장별로 다른듯.","잘하는 사람 똑똑한 사람 잘난사람이 너무 많아서 비교된다.표면적으로만 친근한분위기이다.","여러모로 노력하시고 있으신데, 일보다는 본인들도 쉼을 좀 챙기셨으면좋겠음, 너무 일에 매달려 사는것같음","성장","이 기업을 추천 합니다!"
